,Gene_0,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19
145,946.0,2.0,14.0,0.0,0.0,3.0,28.0,1005.0,0.0,0.0,349.0,3.0,0.0,0.0,0.0,319.0,2.0,1.0,668.0,35.0
146,957.0,3.0,13.0,0.0,0.0,3.0,30.0,988.0,0.0,0.0,355.0,3.0,0.0,0.0,0.0,324.0,2.0,0.0,670.0,36.0
147,966.0,3.0,12.0,0.0,0.0,5.0,27.0,975.0,0.0,0.0,356.0,5.0,0.0,0.0,0.0,327.0,2.0,1.0,657.0,38.0
148,977.0,3.0,12.0,0.0,0.0,4.0,26.0,988.0,0.0,0.0,362.0,5.0,0.0,0.0,0.0,326.0,1.0,1.0,647.0,38.0
149,993.0,5.0,11.0,1.0,0.0,5.0,26.0,995.0,0.0,0.0,357.0,3.0,0.0,0.0,0.0,330.0,7.0,1.0,642.0,33.0
150,988.0,5.0,9.0,1.0,0.0,5.0,28.0,985.0,0.0,0.0,353.0,4.0,0.0,0.0,0.0,338.0,7.0,1.0,638.0,32.0
151,1002.0,5.0,10.0,1.0,0.0,5.0,28.0,997.0,0.0,0.0,342.0,6.0,0.0,0.0,0.0,338.0,7.0,1.0,663.0,31.0
152,1010.0,5.0,12.0,1.0,0.0,4.0,28.0,1005.0,0.0,0.0,343.0,6.0,0.0,0.0,0.0,331.0,7.0,1.0,657.0,31.0
153,998.0,5.0,12.0,1.0,0.0,4.0,29.0,1019.0,0.0,0.0,337.0,6.0,0.0,0.0,0.0,328.0,7.0,1.0,666.0,36.0
154,988.0,5.0,12.0,1.0,0.0,3.0,31.0,1029.0,0.0,0.0,335.0,5.0,0.0,0.0,0.0,334.0,7.0,1.0,666.0,36.0
155,996.0,5.0,12.0,1.0,0.0,2.0,28.0,1026.0,0.0,0.0,340.0,4.0,0.0,0.0,0.0,330.0,6.0,1.0,664.0,35.0
156,1002.0,5.0,11.0,1.0,0.0,2.0,30.0,1028.0,0.0,0.0,358.0,2.0,0.0,0.0,0.0,329.0,5.0,1.0,679.0,35.0
157,1015.0,5.0,11.0,1.0,0.0,2.0,30.0,1031.0,0.0,0.0,352.0,6.0,0.0,0.0,0.0,324.0,4.0,1.0,681.0,36.0
158,1012.0,5.0,9.0,1.0,0.0,1.0,25.0,1034.0,0.0,0.0,359.0,7.0,0.0,0.0,0.0,329.0,4.0,1.0,688.0,37.0
